,golden_gender_feminisation,golden_gender_nonfem,output,comments,clues,name_clues,old_golden_gender,prompt,Theme
183,Masc,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès qualités je serai à l'écoute des besoins de mes clients. Cordialement
Bonjour, je suis en stage au théâtre de la rue de la République. Je recherche un comédien de talent, capable de mettre en scène un texte. Je n'ai aucune connaissance théâtrale. Pour plus d'information veuillez me contacter par mail à l'adresse suivante : [email protected]
Je suis en stage à l'Atelier du Chocolat, dans la salle de répétition. Je suis un jeune comédien","Générique, Forme (fin),Thème (fin)",,,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
184,Fem,Fem,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès qualités, je suis une personne sérieuse, dynamique, motivé et dynamique, capable de prendre des responsabilités et de respecter les règles de l'entreprise. Je souhaite pouvoir travailler en groupe pour une durée d'un mois. Je me tiens à votre disposition pour toute information complémentaire.
Je m'appelle Aurélie, j'ai 21 ans et je suis diplômée d'un master 1 en sciences de l'éducation (ESF) et d'un master 2 (EFS). Je suis titulaire d'un bac professionnel en administration des bibliothèques et médiathèques, d'un",Thème,,,Fem,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
185,Ambigu,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ème, j'adore la vie en société et je pense que j'ai le profil recherché. J'ai la possibilité de prendre des cours de théâtre. Je suis ouvert d'esprit. N'hésitez pas à me contacter si vous avez des informations complémentaires. Cordialement.
Je suis étudiant dans le domaine des sciences de la musique depuis quelques mois et j'ai une grande expérience dans la production. Je suis très motivée et très bonne dans mes relations avec les personnes. Je suis ouverte d'esprit et je suis dynamique. Je suis un jeune",,,,Ambigu,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
186,Neutre,Neutre,"Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ème de formation, expérience, diplômes, expérience professionnelle sont des critères qui me semblent importants. Vous pouvez m'envoyer une candidature si cela vous dit.
Vous êtes ici: Accueil > Le forum > Les jeux > Les Jeux en Ligne > Jeux de Cartes en Ligne et de Poker > Les jeux de cartes de poker en ligne
Vous êtes ici: Accueil > Le forum > Les jeux > Les jeux en Ligne > Les Jeux en Ligne > Jeux de cartes de poker en ligne
Ce","Générique, Hors-sujet (fin)",,,Neutre,Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,art dramatique
187,Neutre,Neutre,"Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ie:
Vous êtes sur la page :Home / Actualités / Actualités des associations de la commune / Actualités du comité de quartier / Agenda
Le Comité de Quartier du Centre Ville de La Réunion vous informe que le Comité de Quartier du Centre Ville se met à la disposition des usagers en vue de l'organisation d'ateliers et d'ateliers de sensibilisation aux nuisances sonores du centre. Il vous invite aussi à contacter le Comité de Quartier à :
Vous avez envie de faire des cadeaux à",Hors-sujet,,,Neutre,Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,art dramatique
188,Fem,Fem,"Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ème d'ancienneté dans le métier, expérience dans la réalisation d'un film, etc... sont des atouts à mettre en avant. Je peux vous proposer une rémunération variable selon le type d'activité. Je suis disponible pour toute demande de proposition. Pour des informations supplémentaires, je peux vous joindre par mail à l'adresse mail suivante :
Bonjour je me présente je m'appelle Lucie, j'ai 29 ans et je suis une femme de 38 ans. J'ai un diplôme d'art dramatique et je suis à la recherche d'un emploi.",Hors-sujet,,,Fem,Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,art dramatique
189,Neutre,Neutre,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ive est un acteur qui sait se mettre en valeur grâce à ses qualités physiques et morales. Je suis en charge des cours et de la gestion de la classe ainsi que de la supervision de la production, du montage et de la distribution. Je suis disponible pour vos projets à titre de collaborateur. Cordialement, Marie-Christine",,,prénom fém,Neutre,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
190,Fem,Fem,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès qualités et à votre expérience. Je vous remercie de votre intérêt.
Je souhaiterais avoir des informations sur le poste de comédienne, je suis titulaire d'un diplôme de théâtre amateur et je suis à la recherche d'un emploi.
La comédienne est très dynamique et travaille en équipe. Je recherche une personne sérieuse, dynamique et motivée pour un poste similaire à celui de comédienne. Merci
Bonjour à tous! Je m'appelle Mélanie, j'ai 21 ans, et je suis comédienne. Je travaille actuellement pour un",,,,Fem,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
191,Neutre,Neutre,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès qualités humaines et professionnelles, mon parcours a porté ses fruits. Je peux vous accompagner dans la réalisation de votre projet et vous proposer une solution de financement adaptée à vos objectifs.
Si vous êtes à la recherche d'un emploi ou d'un stage, vous êtes au bon endroit! Dans ce cas, je vous invite à contacter moi directement par mail ou par téléphone.
En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique, un Bac pro Arts plast",Forme (milieu),,,Neutre,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme d'art dramatique et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",art dramatique
192,Fem,Fem,"Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ie:je suis une femme sympa et souriante et j'aime la cuisine, j'aime les animaux, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les animaux, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les livres, j'aime les voyages, j'aime les livres, j'aime les",,,,Fem,Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,poissonnerie
193,Neutre,Neutre,Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès les alentours de Toulon je suis à la recherche d'un emploi en restauration.,,,,Neutre,Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,poissonnerie
194,Neutre,Neutre,"Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car je recherche quelqu'un de sérieux qui m'aidera dans ma démarche. Je souhaiterais un poste de boulangerie ou pâtisserie ou pâtisserie au chocolat. Je suis un peu de couture, et je n'ai pas de connaissances en pâtisserie.
Je me demandais si le métier de boulanger à Paris pouvait convenir à quelqu'un ayant une formation en pâtisserie. La boulangerie ne serait pas pour moi une vocation. Cependant, il existe un très bon réseau de boulangeries de",Thème,,,Neutre,Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,poissonnerie
195,Masc,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès formation j'ai un bon niveau en français, et je suis un bon élève. Je suis disponible en début d'année, et je me tiens à votre disposition. Cordialement, Claude G.",Générique,,,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",poissonnerie
196,Masc,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ès qualités de travail, de goût et de disponibilité, je suis prêt à vous embaucher pour une période de 6 mois.
Votre poste consiste à accompagner et à répondre aux demandes des clients et collaborateurs de la chaîne de production, dans le respect des normes et des règles de sécurité.
Ce poste est à pourvoir rapidement, car je suis une personne très dynamique et polyvalente, ayant des qualités d'organisation, de rigueur, de souplesse, de disponibilité, de rigueur et de goût.
Je",Forme,,,Masc,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de poissonnerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",poissonnerie
